,date_0days,cases_0days,deaths_0days,fips,date_60days,cases_60days,deaths_60days,date_70days,cases_70days,deaths_70days,date_80days,cases_80days,deaths_80days,icu_beds,kaiser_total_population,kaiser_60plus_population,commuting_within,commuting_out,commuting_in,density,pop_2019,percent_democrat,percent_gop,percent_in_poverty,pop_under18,pop_over65,pop_2018,median_age
315,2020-03-08,1,0,24025,2020-05-07,556.0,22.0,2020-05-17,690.0,34.0,2020-05-27,804.0,49.0,19,250132,53295,70291,56384,28274,584.36625333,255441,0.352613021638,0.597799137043,7.0,56648,38632,251025,40.8
318,2020-03-08,1,0,21111,2020-05-07,1578.0,113.0,2020-05-17,1922.0,127.0,2020-05-27,2427.0,157.0,366,764378,161771,323606,30982,113202,2014.0227305,766757,0.540918084461,0.407502735431,15.4,172211,117584,767154,38.1
321,2020-03-08,1,0,21097,2020-05-07,18.0,0.0,2020-05-17,19.0,0.0,2020-05-27,19.0,0.0,6,18630,4370,3644,3541,1274,61.635932237,18886,0.261255466941,0.6991252894259999,15.5,4277,3290,18668,42.1
324,2020-03-08,3,0,19103,2020-05-07,543.0,6.0,2020-05-17,569.0,7.0,2020-05-27,607.0,8.0,95,144425,21650,66966,10306,19830,246.56142631,151140,0.6602853101,0.277549347542,15.8,29611,15870,147001,30.0
327,2020-03-08,1,0,18063,2020-05-07,910.0,60.0,2020-05-17,1050.0,74.0,2020-05-27,1155.0,80.0,39,158170,28822,30601,45437,27824,418.56402865,170311,0.300233862181,0.642137712934,5.9,41179,20870,160940,37.7
330,2020-03-08,1,0,13057,2020-05-07,569.0,17.0,2020-05-17,714.0,24.0,2020-05-27,861.0,31.0,15,235896,42210,46339,61677,17233,614.54094882,258773,0.22741258741300002,0.727371982856,7.4,61214,31100,241910,38.3
333,2020-03-09,3,0,39035,2020-05-08,2668.0,143.0,2020-05-18,3410.0,175.0,2020-05-28,4211.0,226.0,680,1257401,297844,502361,63282,197691,2701.4936537,1235072,0.658357766233,0.308444353,17.9,264692,217416,1253783,40.3
336,2020-03-09,1,0,34039,2020-05-08,13917.0,844.0,2020-05-18,14903.0,962.0,2020-05-28,15475.0,1047.0,80,557320,106249,119361,141927,114860,5413.6512622,556341,0.662816509789,0.308052054607,7.8,130363,76895,553066,38.5
339,2020-03-09,2,0,34025,2020-05-08,6752.0,429.0,2020-05-18,7408.0,513.0,2020-05-28,8012.0,578.0,152,627551,142622,184953,115632,79987,1321.6980276,618795,0.43607171063999994,0.530718454831,6.7,135336,103679,623387,43.2
342,2020-03-09,1,0,34017,2020-05-08,16520.0,940.0,2020-05-18,17574.0,1068.0,2020-05-28,18226.0,1161.0,105,679756,109974,146202,186657,130370,14555.938983000002,672391,0.744594762318,0.22646146208299997,14.3,137658,76628,668631,35.1
345,2020-03-09,1,0,55093,2020-05-08,12.0,0.0,2020-05-18,21.0,0.0,2020-05-28,44.0,0.0,0,41226,8070,7989,14118,3335,74.481945647,42754,0.3973635544600001,0.533927640002,8.5,8703,5692,41603,36.8
351,2020-03-09,1,0,42089,2020-05-08,1198.0,63.0,2020-05-18,1259.0,88.0,2020-05-28,1311.0,101.0,44,167306,37614,45602,28938,16986,279.9324603,170271,0.48419871406000003,0.4808018925150001,12.3,33787,27248,167586,42.8
354,2020-03-09,1,0,48085,2020-05-08,889.0,27.0,2020-05-18,1049.0,31.0,2020-05-28,1236.0,33.0,195,914075,135322,249848,188848,139962,1229.7687085999999,1034730,0.392200143039,0.562046866454,6.4,250994,98040,944350,36.6
357,2020-03-09,1,0,8005,2020-05-08,3148.0,177.0,2020-05-18,3767.0,253.0,2020-05-28,4201.0,301.0,127,626612,111767,149755,157731,148283,822.83599885,656590,0.526755852843,0.389259314488,8.1,153460,78627,636671,36.5
360,2020-03-09,1,0,6089,2020-05-08,31.0,4.0,2020-05-18,34.0,4.0,2020-05-28,37.0,4.0,81,178919,47900,62873,4740,5957,47.697443513,180080,0.282148468727,0.655883893376,15.2,38673,35621,179085,41.8
363,2020-03-09,1,0,8069,2020-05-08,437.0,19.0,2020-05-18,495.0,21.0,2020-05-28,567.0,27.0,55,330976,67199,131908,28664,21060,137.49229240000003,356899,0.47535547223499997,0.426123147857,10.5,67812,49587,338161,35.9
366,2020-03-09,1,0,4019,2020-05-08,1520.0,131.0,2020-05-18,1825.0,157.0,2020-05-28,2167.0,186.0,296,1007257,245814,404526,13519,12374,113.97478676,1047279,0.542321530538,0.407523519661,16.2,218448,190252,1019722,38.3
369,2020-03-09,1,0,24033,2020-05-08,8917.0,339.0,2020-05-18,11629.0,436.0,2020-05-28,15042.0,530.0,89,905161,159437,178243,280538,157790,1884.0230157,909327,0.893292622141,0.0834256645713,8.3,203610,111152,906202,36.8
372,2020-03-09,1,0,22051,2020-05-08,6610.0,392.0,2020-05-18,7059.0,430.0,2020-05-28,7424.0,441.0,215,437038,96599,130310,75933,68478,1462.6262651,432493,0.405429245595,0.5529141949849999,15.6,95809,70261,435300,39.2
375,2020-03-09,1,0,19155,2020-05-08,76.0,2.0,2020-05-18,170.0,2.0,2020-05-28,234.0,8.0,29,93287,21265,24991,20897,14359,98.058840781,93206,0.363306967271,0.5788140008529999,11.8,22149,15466,93503,39.5
378,2020-03-09,1,0,18113,2020-05-08,128.0,15.0,2020-05-18,153.0,21.0,2020-05-28,206.0,22.0,0,47421,9969,12379,9147,7064,116.20954268,47744,0.231142687981,0.722202486679,9.1,12008,7103,47451,38.7
381,2020-03-09,2,0,13089,2020-05-08,2445.0,69.0,2020-05-18,2856.0,86.0,2020-05-28,3635.0,112.0,168,736066,121505,150749,186634,153183,2836.041489,759297,0.8082272341660001,0.160647714714,14.3,174266,85571,743187,35.6
384,2020-03-09,1,0,13113,2020-05-08,190.0,12.0,2020-05-18,210.0,11.0,2020-05-28,231.0,13.0,37,110306,25277,22248,26597,22858,588.65191144,114421,0.385099441933,0.580157981022,5.0,26071,19089,111369,43.5
387,2020-03-09,1,0,13115,2020-05-08,155.0,12.0,2020-05-18,187.0,13.0,2020-05-28,258.0,15.0,65,96471,20941,31895,7241,11865,193.20052674,98498,0.266481751825,0.70204379562,20.7,22672,15636,96824,38.5
390,2020-03-10,1,0,41051,2020-05-09,863.0,53.0,2020-05-19,1005.0,55.0,2020-05-29,1121.0,59.0,165,788459,143926,301648,84388,183411,1885.5092324000002,812855,0.7595943672050001,0.17624845567699998,12.0,154507,100763,798647,37.0
393,2020-03-10,1,0,42101,2020-05-09,17881.0,891.0,2020-05-19,20129.0,1109.0,2020-05-29,22405.0,1300.0,528,1569657,287348,473736,152389,257222,11796.782748,1584064,0.8240513828470001,0.154974736375,24.3,346267,207563,1575522,34.3
396,2020-03-10,1,0,26163,2020-05-09,17960.0,2082.0,2020-05-19,19292.0,2275.0,2020-05-29,20227.0,2425.0,586,1763822,362535,503375,177211,236937,2859.4342735,1749343,0.667795473596,0.295193758463,21.7,420346,258954,1761382,37.9
399,2020-03-10,1,0,27003,2020-05-09,518.0,29.0,2020-05-19,919.0,42.0,2020-05-29,1324.0,67.0,35,344861,63313,70006,108166,49427,845.85743528,356921,0.41013341735299996,0.507056561135,5.6,83783,45250,347431,38.4
402,2020-03-10,2,0,34005,2020-05-09,3531.0,194.0,2020-05-19,4000.0,247.0,2020-05-29,4519.0,286.0,82,449192,98530,121868,98526,81719,557.17907045,445349,0.555731634767,0.40791741030199996,6.2,94955,72612,446367,41.5
405,2020-03-10,2,0,51107,2020-05-09,1127.0,30.0,2020-05-19,1527.0,48.0,2020-05-29,2429.0,62.0,33,374558,46809,88973,94986,66466,801.79464032,413538,0.554234044324,0.386281308074,3.6,110986,33265,385143,36.0
408,2020-03-10,1,0,53057,2020-05-09,397.0,14.0,2020-05-19,426.0,15.0,2020-05-29,430.0,15.0,18,121725,31915,40913,10286,12078,74.675423726,129205,0.475570389014,0.44372708869099997,9.7,27526,24374,123907,41.5
411,2020-03-10,1,0,53073,2020-05-09,330.0,33.0,2020-05-19,359.0,36.0,2020-05-29,383.0,36.0,24,212738,47353,88867,8039,4827,108.75731788,229247,0.5488851722829999,0.3718895244080001,14.9,42957,35496,216812,37.0
414,2020-03-10,1,0,26125,2020-05-09,7692.0,841.0,2020-05-19,8078.0,928.0,2020-05-29,8311.0,975.0,409,1241860,273867,411569,182537,260568,1450.2364112,1257584,0.5171103120220001,0.435921327393,8.2,269153,198882,1250843,40.9
417,2020-03-10,1,0,49057,2020-05-09,175.0,2.0,2020-05-19,224.0,3.0,2020-05-29,280.0,6.0,64,244101,38967,75108,33475,26163,451.54564369999997,260213,0.272396901204,0.472026126137,9.4,71269,27885,247731,32.5
420,2020-03-10,1,0,46005,2020-05-09,21.0,2.0,2020-05-19,43.0,2.0,2020-05-29,222.0,3.0,6,18163,4501,8162,939,982,14.660260714000001,18453,0.282339043119,0.657855877141,12.9,4869,3041,18374,37.3
423,2020-03-10,1,0,46023,2020-05-09,5.0,0.0,2020-05-19,10.0,0.0,2020-05-29,16.0,0.0,0,9319,2183,3510,276,595,8.4666060845,9292,0.27235653947,0.693853772211,20.9,2767,1698,9344,35.9
426,2020-03-10,2,1,46035,2020-05-09,7.0,1.0,2020-05-19,9.0,1.0,2020-05-29,14.0,1.0,8,19753,4889,9061,1083,2388,45.393685401999996,19775,0.296151911469,0.648516096579,12.0,4517,3525,19901,38.8
429,2020-03-10,1,0,46099,2020-05-09,2767.0,29.0,2020-05-19,3165.0,40.0,2020-05-29,3330.0,49.0,54,183660,32585,87284,9996,27019,239.37250132,193134,0.3911171307,0.537201487293,9.6,47291,23211,186749,34.7
432,2020-03-10,1,0,47163,2020-05-09,54.0,1.0,2020-05-19,57.0,2.0,2020-05-29,60.0,2.0,103,156519,44012,45185,19625,28710,383.02309985,158348,0.19896424991599998,0.761393250919,16.5,30748,33114,156734,44.9
435,2020-03-10,2,0,48113,2020-05-09,5619.0,143.0,2020-05-19,7904.0,191.0,2020-05-29,9787.0,223.0,614,2552213,377154,972140,200152,520617,3021.0825913000012,2635516,0.611264385885,0.34885146053599997,14.2,687769,263792,2586552,33.3
438,2020-03-10,1,0,48339,2020-05-09,699.0,16.0,2020-05-19,848.0,18.0,2020-05-29,954.0,26.0,97,535187,96577,127445,99131,50804,582.74698473,607391,0.22524780508499997,0.7395399910379999,9.3,147644,69473,554445,36.9
441,2020-03-10,1,0,48439,2020-05-09,3210.0,101.0,2020-05-19,4643.0,130.0,2020-05-29,5379.0,160.0,409,1983675,306980,707436,204110,196723,2434.4302531999997,2102515,0.434500748304,0.521524307819,12.1,540281,216591,2019977,34.3
444,2020-03-10,1,0,6111,2020-05-09,666.0,19.0,2020-05-19,850.0,28.0,2020-05-29,1083.0,33.0,139,847834,167777,302890,87247,43603,459.16825553,846006,0.553749663019,0.385746440995,9.1,199599,123435,848112,37.9
447,2020-03-10,1,0,8051,2020-05-09,173.0,6.0,2020-05-19,179.0,6.0,2020-05-29,179.0,6.0,0,16215,2905,8517,337,1083,5.390934306799999,17462,0.54500483923,0.349499946231,10.4,2929,2044,16537,34.5
450,2020-03-10,1,0,12001,2020-05-09,308.0,5.0,2020-05-19,339.0,7.0,2020-05-29,378.0,7.0,210,259865,47766,106996,7691,23134,307.28851819,269043,0.589625040093,0.36443004998899997,19.8,47370,34804,263148,31.3
453,2020-03-10,3,0,12021,2020-05-09,734.0,27.0,2020-05-19,1030.0,40.0,2020-05-29,1454.0,49.0,73,356774,132129,123480,14503,23366,192.74608394,384902,0.35741473857100003,0.617559602358,10.6,64368,112279,363922,50.3
456,2020-03-10,1,0,6077,2020-05-09,605.0,28.0,2020-05-19,709.0,33.0,2020-05-29,858.0,35.0,121,724153,123774,196956,74539,45166,547.38885704,762148,0.53880957953,0.409944373436,14.3,201506,89461,732212,34.1
459,2020-03-10,5,0,22071,2020-05-09,6674.0,468.0,2020-05-19,6869.0,494.0,2020-05-29,7067.0,505.0,111,388182,74618,124891,42962,93799,2302.6374138,390144,0.8080775756399999,0.146523043854,23.8,78740,52536,389648,36.3
462,2020-03-10,1,0,25009,2020-05-09,11211.0,625.0,2020-05-19,12748.0,797.0,2020-05-29,13994.0,906.0,98,775860,173485,239294,137692,81347,1602.0491904,789034,0.58496038709,0.35998564364299995,10.7,169097,127337,781024,40.8
465,2020-03-10,1,0,18011,2020-05-09,233.0,33.0,2020-05-19,280.0,37.0,2020-05-29,327.0,38.0,8,63013,11259,12310,17626,11381,160.41872841,67843,0.317550918561,0.6130189326600001,5.4,17260,8129,64321,38.0
468,2020-03-10,1,0,18001,2020-05-09,8.0,1.0,2020-05-19,10.0,1.0,2020-05-29,13.0,1.0,4,35018,7140,10067,4624,4048,105.55976829,35777,0.214893780198,0.7394738860340001,11.6,11014,5251,35195,33.4
471,2020-03-10,1,0,17089,2020-05-09,2818.0,88.0,2020-05-19,4682.0,120.0,2020-05-29,6235.0,170.0,103,529402,93411,134506,115998,84946,1025.1137168999999,532403,0.513638242894,0.424222222222,8.6,139745,67018,530839,37.0
474,2020-03-10,1,0,12089,2020-05-09,60.0,1.0,2020-05-19,66.0,1.0,2020-05-29,74.0,1.0,0,78435,21894,16062,15098,3967,136.62350377,88625,0.23312632958700005,0.7353503663750001,10.4,16160,16835,80578,45.0
477,2020-03-10,1,0,17111,2020-05-09,936.0,52.0,2020-05-19,1224.0,64.0,2020-05-29,1514.0,71.0,33,308043,58774,77236,77129,29243,510.07020571,307774,0.426893574512,0.507452995112,5.9,74431,41446,307789,40.2
480,2020-03-10,1,0,12101,2020-05-09,293.0,9.0,2020-05-19,327.0,12.0,2020-05-29,377.0,13.0,166,498136,142985,99664,85479,26165,741.97917716,553947,0.37372411903,0.589430016527,12.6,104180,114764,510593,44.6
483,2020-03-10,2,0,12103,2020-05-09,848.0,59.0,2020-05-19,1062.0,71.0,2020-05-29,1238.0,82.0,279,949842,293786,359649,57420,69317,3561.2781284999996,974996,0.4747049967450001,0.48572998046899996,11.7,159317,228495,957875,47.8
486,2020-03-10,1,0,13049,2020-05-09,17.0,0.0,2020-05-19,29.0,1.0,2020-05-29,32.0,1.0,0,12963,2473,2217,2394,506,17.167318689000002,13392,0.250499001996,0.736027944112,25.6,2475,1927,12983,41.7
489,2020-03-11,1,0,41017,2020-05-10,86.0,0.0,2020-05-20,116.0,0.0,2020-05-30,124.0,0.0,36,175321,45371,68435,4390,4425,65.512630726,197692,0.44402985074600004,0.482060849598,9.4,37537,34502,180640,42.3
492,2020-03-11,1,0,38101,2020-05-10,27.0,1.0,2020-05-20,29.0,1.0,2020-05-30,37.0,1.0,19,69628,11458,35907,2492,4686,33.603256116,67641,0.21562860653000002,0.692490972041,10.8,16262,8276,69034,31.4
495,2020-03-11,1,0,39151,2020-05-10,500.0,67.0,2020-05-20,620.0,79.0,2020-05-30,723.0,91.0,128,374273,94437,130386,41942,34866,644.18021868,370606,0.38966336587300004,0.5638563101340001,14.4,81165,69336,373475,41.9
498,2020-03-11,1,0,41053,2020-05-10,84.0,5.0,2020-05-20,94.0,9.0,2020-05-30,98.0,12.0,0,79666,18539,13400,18564,6781,116.18606273,86085,0.425087766676,0.495085066163,12.7,18830,13995,81427,37.1
501,2020-03-11,1,0,41059,2020-05-10,85.0,1.0,2020-05-20,105.0,3.0,2020-05-30,116.0,3.0,3,76736,15752,26015,5376,4232,24.242337186,77950,0.285878388727,0.6423265431149999,15.8,19690,11454,76898,36.3
504,2020-03-11,2,0,42017,2020-05-10,3966.0,341.0,2020-05-20,4662.0,431.0,2020-05-30,5050.0,501.0,90,626486,151809,177479,137230,84117,1039.4906596,628270,0.484163912988,0.47836075336,5.7,130567,110321,626370,43.8
507,2020-03-11,2,0,41043,2020-05-10,102.0,8.0,2020-05-20,110.0,9.0,2020-05-30,115.0,9.0,11,121074,29548,32608,15413,11039,56.72720331,129749,0.318982530517,0.597233389372,12.7,28162,22051,122870,39.7
510,2020-03-11,1,0,28035,2020-05-10,314.0,21.0,2020-05-20,438.0,32.0,2020-05-30,553.0,38.0,48,75835,13870,22139,10322,19347,160.7087323,74897,0.41309925230899996,0.555233836681,24.0,17509,9784,75517,32.4
513,2020-03-11,2,0,34023,2020-05-10,13937.0,793.0,2020-05-20,14954.0,913.0,2020-05-30,15824.0,989.0,185,837288,164627,212671,181765,164948,2668.2428893,825062,0.583323899416,0.385544171961,8.2,181137,117814,826698,38.4
516,2020-03-11,1,0,35001,2020-05-10,1073.0,46.0,2020-05-20,1254.0,59.0,2020-05-30,1464.0,71.0,138,674855,140933,285122,20496,49381,584.81475658,679121,0.526048595388,0.347860565254,16.5,151579,103210,677692,37.3
519,2020-03-11,1,0,35049,2020-05-10,111.0,1.0,2020-05-20,127.0,3.0,2020-05-30,140.0,3.0,22,147514,42681,58308,11301,13493,78.70588876800001,150358,0.712822122656,0.20259125025,12.2,28007,32763,148917,45.8
522,2020-03-11,2,0,35053,2020-05-10,48.0,2.0,2020-05-20,49.0,4.0,2020-05-30,50.0,4.0,0,17098,4106,4761,794,661,2.5031646355,16637,0.484754292481,0.38365896980499997,29.6,3923,3142,17000,39.2
525,2020-03-11,1,0,36055,2020-05-10,1822.0,143.0,2020-05-20,2466.0,174.0,2020-05-30,2910.0,218.0,191,748680,166403,331559,21639,53539,1129.2528105000001,741770,0.543668245024,0.402515585762,14.4,157373,121631,744248,38.9
528,2020-03-11,1,0,53029,2020-05-10,179.0,9.0,2020-05-20,181.0,10.0,2020-05-30,180.0,11.0,6,80323,24585,23694,11342,2422,408.32643903,85141,0.48947554508,0.43038302887400004,7.5,15070,19138,81636,44.2
531,2020-03-11,2,0,51013,2020-05-10,1368.0,61.0,2020-05-20,1728.0,81.0,2020-05-30,2107.0,113.0,32,229534,32701,46784,95316,143245,9110.2137123,236842,0.769866939268,0.16888155248700001,6.3,40777,23483,231803,34.5
534,2020-03-11,1,0,27109,2020-05-10,368.0,9.0,2020-05-20,488.0,10.0,2020-05-30,608.0,10.0,218,151685,29861,72977,5849,21652,242.17997944,158293,0.457459288318,0.449916116907,7.1,37786,22399,153065,37.2
537,2020-03-11,1,0,53067,2020-05-10,123.0,1.0,2020-05-20,127.0,1.0,2020-05-30,148.0,2.0,72,269885,60028,87085,33437,20262,402.13160725,290536,0.531598269842,0.377911873165,8.7,59802,44614,274684,39.0
540,2020-03-11,2,0,55039,2020-05-10,93.0,3.0,2020-05-20,148.0,3.0,2020-05-30,203.0,5.0,15,102082,24000,36669,15246,11107,143.7019072,103403,0.340372646495,0.607586017928,9.5,22235,17808,102315,41.5
543,2020-03-11,1,0,55133,2020-05-10,400.0,23.0,2020-05-20,514.0,24.0,2020-05-30,690.0,30.0,64,396731,95193,130178,75613,102388,735.27858448,404198,0.339516360659,0.610962263099,5.0,87575,69991,398879,43.2
546,2020-03-11,1,0,56033,2020-05-10,16.0,0.0,2020-05-20,16.0,0.0,2020-05-30,16.0,0.0,11,29964,8337,13011,1066,607,12.08110855,30485,0.206245154014,0.7236202156899999,8.7,6540,5894,30012,42.1
549,2020-03-11,1,0,50007,2020-05-10,432.0,37.0,2020-05-20,439.0,38.0,2020-05-30,449.0,39.0,46,160985,31691,80046,7097,21236,305.21506861,163774,0.704904029095,0.236827459457,10.4,29468,22828,162052,36.5
552,2020-03-11,1,0,45057,2020-05-10,110.0,4.0,2020-05-20,108.0,5.0,2020-05-30,130.0,5.0,20,86544,22468,16927,15821,6978,178.50602283,98012,0.354314642147,0.609499702973,13.3,19609,18004,89546,42.0
555,2020-03-11,1,0,46009,2020-05-10,4.0,0.0,2020-05-20,4.0,0.0,2020-05-30,8.0,0.0,0,6972,1925,1784,980,385,12.245598379,6901,0.23671822461300002,0.707800941493,15.7,1335,1453,6969,42.8
558,2020-03-11,1,0,48183,2020-05-10,118.0,0.0,2020-05-20,173.0,4.0,2020-05-30,249.0,6.0,66,123402,24309,45442,9274,30297,453.37909142,123945,0.28098634111,0.693654055361,15.1,31982,18205,123494,35.4
561,2020-03-11,2,0,6099,2020-05-10,501.0,21.0,2020-05-20,598.0,26.0,2020-05-30,718.0,28.0,88,535684,92698,155348,47052,29055,368.08392539,550660,0.4735399414630001,0.46726996752899996,15.6,146907,67770,539301,34.0
564,2020-03-11,9,0,8097,2020-05-10,54.0,2.0,2020-05-20,57.0,2.0,2020-05-30,58.0,2.0,4,17747,4417,8594,1361,8014,18.303260404,17767,0.696928853374,0.24280350438,6.8,2874,3083,17909,42.0
567,2020-03-11,1,0,10003,2020-05-10,2331.0,95.0,2020-05-20,2933.0,138.0,2020-05-30,3723.0,166.0,119,555036,112051,214222,48971,64703,1310.6490387000001,558753,0.6230399131059999,0.327026634234,11.6,121184,81440,555133,38.1
570,2020-03-11,1,0,12086,2020-05-10,14006.0,487.0,2020-05-20,16033.0,578.0,2020-05-30,17825.0,700.0,593,2702602,563748,1094476,90005,160166,1430.0879912999999,2716940,0.636584344059,0.34093821206299996,16.0,554517,423353,2715516,39.7
573,2020-03-11,1,0,5069,2020-05-10,234.0,19.0,2020-05-20,499.0,21.0,2020-05-30,517.0,25.0,34,71373,15529,23023,4595,6925,76.80457988,66824,0.612116964529,0.359420628431,22.2,15772,11468,70424,38.8
576,2020-03-11,1,0,18141,2020-05-10,817.0,30.0,2020-05-20,1062.0,36.0,2020-05-30,1275.0,39.0,74,268613,57385,97400,23338,26119,593.64377524,271826,0.47735080217799997,0.475267697255,13.5,64196,40544,269240,36.5
579,2020-03-11,1,0,22017,2020-05-10,1751.0,133.0,2020-05-20,1939.0,156.0,2020-05-30,2525.0,188.0,107,251069,54633,88858,19047,34494,273.24871047,240204,0.505480579173,0.463196421309,22.4,59803,39667,248361,37.4
582,2020-03-11,1,0,24005,2020-05-10,3878.0,191.0,2020-05-20,5041.0,277.0,2020-05-30,5970.0,340.0,123,828637,186412,203341,201087,147893,1382.729562,827370,0.565454887364,0.391051797371,9.9,178754,136329,827625,39.3
585,2020-03-11,3,0,18081,2020-05-10,822.0,89.0,2020-05-20,1053.0,104.0,2020-05-30,1125.0,115.0,6,149359,29234,30232,40052,19099,493.58716198,158167,0.261486659922,0.686345860575,7.7,38017,21500,151564,37.4
588,2020-03-11,1,0,12109,2020-05-10,222.0,4.0,2020-05-20,233.0,5.0,2020-05-30,256.0,6.0,47,226578,57092,52288,42441,20308,440.7050343,264672,0.315539034547,0.649840166579,6.6,51545,45239,235503,43.4
591,2020-03-11,1,0,18067,2020-05-10,246.0,10.0,2020-05-20,334.0,18.0,2020-05-30,408.0,30.0,13,82457,20461,27973,7102,11957,281.64884456,82544,0.305136855852,0.644147575774,12.3,18690,15344,82387,41.7
594,2020-03-11,3,0,13015,2020-05-10,363.0,31.0,2020-05-20,419.0,35.0,2020-05-30,478.0,39.0,21,102623,18389,25153,18824,11993,234.76983541,107738,0.208949901943,0.760996357894,12.2,25577,13851,103620,37.9
597,2020-03-11,1,0,13177,2020-05-10,340.0,22.0,2020-05-20,345.0,23.0,2020-05-30,361.0,22.0,0,29216,4964,2766,10239,2099,84.27504237699999,29992,0.22444349921999998,0.7543598468739999,12.4,7810,3498,29348,37.2
600,2020-03-11,1,0,13185,2020-05-10,185.0,4.0,2020-05-20,226.0,5.0,2020-05-30,301.0,4.0,48,113941,17921,43083,4215,11896,236.15375655,117406,0.396979327955,0.5788172656399999,25.9,27452,13198,114582,30.2
603,2020-03-11,1,0,17097,2020-05-10,5245.0,173.0,2020-05-20,6905.0,231.0,2020-05-30,8238.0,288.0,108,704476,131932,238062,105860,121367,1569.1260633,696535,0.572891332339,0.369951017461,8.0,174179,93069,703619,38.2
606,2020-03-12,1,0,37133,2020-05-11,54.0,2.0,2020-05-21,81.0,2.0,2020-05-31,110.0,2.0,14,192685,22983,80641,8455,10846,259.73695195,197938,0.30987645401299996,0.656419333863,15.1,47355,16797,193912,26.2
609,2020-03-12,2,0,37119,2020-05-11,2134.0,63.0,2020-05-21,2894.0,70.0,2020-05-31,4250.0,89.0,173,1034290,156489,427208,64533,196508,2120.6952358,1110356,0.632820450638,0.334109225393,11.7,254065,112217,1054314,35.0
612,2020-03-12,2,0,37067,2020-05-11,379.0,5.0,2020-05-21,801.0,7.0,2020-05-31,1347.0,11.0,259,368362,76042,127617,32577,56582,937.43532337,382295,0.536134346614,0.433559988175,16.4,86795,56532,371573,38.3
615,2020-03-12,1,0,37025,2020-05-11,350.0,17.0,2020-05-21,406.0,21.0,2020-05-31,488.0,21.0,25,196716,35521,43300,43571,27845,599.16695849,216453,0.385134392651,0.584866266675,9.0,52386,25749,201448,37.9
618,2020-03-12,1,0,37101,2020-05-11,209.0,18.0,2020-05-21,290.0,20.0,2020-05-31,456.0,21.0,24,186308,33619,38086,41190,12826,264.5772215,209339,0.332962757087,0.639622485305,11.7,49706,24306,191172,38.1
621,2020-03-12,1,0,39155,2020-05-11,408.0,35.0,2020-05-21,499.0,40.0,2020-05-31,573.0,48.0,42,203341,55450,56050,30651,22006,320.30123638,197974,0.447843695853,0.5118578125500001,17.6,41904,41230,201794,44.2
624,2020-03-12,1,0,41005,2020-05-11,268.0,9.0,2020-05-21,284.0,9.0,2020-05-31,312.0,11.0,54,399962,94656,88787,92970,60620,223.54826862,418187,0.495162955154,0.434082224272,7.3,88881,69081,405788,41.4
627,2020-03-12,1,0,31025,2020-05-11,11.0,0.0,2020-05-21,27.0,0.0,2020-05-31,50.0,0.0,0,25513,5904,4419,8507,2071,47.094049154,26248,0.27448647791299996,0.665239114918,7.4,6276,4251,25702,41.6
630,2020-03-12,1,0,32510,2020-05-11,55.0,2.0,2020-05-21,81.0,3.0,2020-05-31,95.0,4.0,24,54219,14410,17086,6179,12793,386.53062391,55916,0.38415414135,0.524664214902,11.3,11247,10667,54467,42.8
633,2020-03-12,1,0,34013,2020-05-11,15602.0,1426.0,2020-05-21,16906.0,1576.0,2020-05-31,17629.0,1664.0,267,800401,146732,179720,169949,184721,6336.819561,798975,0.770596515103,0.206995810652,14.9,188971,104288,793555,37.5
636,2020-03-12,1,0,36071,2020-05-11,9599.0,318.0,2020-05-21,10107.0,359.0,2020-05-31,10421.0,375.0,76,378174,70347,113930,57378,32193,473.88006089,384940,0.447855463116,0.512450889146,11.5,97099,50452,378227,36.9
639,2020-03-12,1,0,34027,2020-05-11,5876.0,518.0,2020-05-21,6155.0,583.0,2020-05-31,6463.0,615.0,91,498847,110520,146538,106385,142549,1067.0035589,491845,0.459867067447,0.503825628496,4.7,107219,80497,494383,42.6
642,2020-03-12,2,0,36001,2020-05-11,1456.0,112.0,2020-05-21,1700.0,134.0,2020-05-31,1860.0,142.0,120,308580,67673,121668,30876,100266,584.33256541,305506,0.5951338703,0.35200248320699995,11.3,57396,49416,307426,37.9
645,2020-03-12,1,0,36025,2020-05-11,65.0,0.0,2020-05-21,71.0,0.0,2020-05-31,79.0,0.0,0,45950,14201,13542,5786,5658,30.597824625,44135,0.327652154348,0.619417257284,15.9,7854,10595,45502,47.5
